Y;Fieldvalue
9.0300E-01;1.4438E+03
9.0400E-01;1.4436E+03
9.0500E-01;1.4435E+03
9.0600E-01;1.4434E+03
9.0700E-01;1.4432E+03
9.0800E-01;1.4431E+03
9.0900E-01;1.4430E+03
9.1000E-01;1.4429E+03
9.1100E-01;1.4428E+03
9.1200E-01;1.4427E+03
9.1300E-01;1.4426E+03
9.1400E-01;1.4418E+03
9.1500E-01;1.4406E+03
9.1600E-01;1.4394E+03
9.1700E-01;1.4382E+03
9.1800E-01;1.4371E+03
9.1900E-01;1.4359E+03
9.2000E-01;1.4347E+03
9.2100E-01;1.4335E+03
9.2200E-01;1.4323E+03
9.2300E-01;1.4312E+03
9.2400E-01;1.4300E+03
9.2500E-01;1.4288E+03
9.2600E-01;1.4277E+03
9.2700E-01;1.4265E+03
9.2800E-01;1.4253E+03
9.2900E-01;1.4242E+03
9.3000E-01;1.4230E+03
9.3100E-01;1.4219E+03
9.3200E-01;1.4207E+03
9.3300E-01;1.4196E+03
9.3400E-01;1.4184E+03
9.3500E-01;1.4173E+03
9.3600E-01;1.4161E+03
9.3700E-01;1.4150E+03
9.3800E-01;1.4139E+03
9.3900E-01;1.4128E+03
9.4000E-01;1.4116E+03
9.4100E-01;1.4105E+03
9.4200E-01;1.4094E+03
9.4300E-01;1.4083E+03
9.4400E-01;1.4071E+03
9.4500E-01;1.4060E+03
9.4600E-01;1.4049E+03
9.4700E-01;1.4038E+03
9.4800E-01;1.4027E+03
9.4900E-01;1.4016E+03
9.5000E-01;1.4005E+03
9.5100E-01;1.3994E+03
9.5200E-01;1.3983E+03
9.5300E-01;1.3972E+03
9.5400E-01;1.3961E+03
9.5500E-01;1.3951E+03
9.5600E-01;1.3940E+03
9.5700E-01;1.3929E+03
9.5800E-01;1.3918E+03
9.5900E-01;1.3907E+03
9.6000E-01;1.3897E+03
9.6100E-01;1.3886E+03
9.6200E-01;1.3875E+03
9.6300E-01;1.3865E+03
9.6400E-01;1.3854E+03
9.6500E-01;1.3844E+03
9.6600E-01;1.3833E+03
9.6700E-01;1.3823E+03
9.6800E-01;1.3812E+03
9.6900E-01;1.3802E+03
9.7000E-01;1.3791E+03
9.7100E-01;1.3781E+03
9.7200E-01;1.3771E+03
9.7300E-01;1.3760E+03
9.7400E-01;1.3750E+03
9.7500E-01;1.3740E+03
9.7600E-01;1.3729E+03
9.7700E-01;1.3719E+03
9.7800E-01;1.3709E+03
9.7900E-01;1.3699E+03
9.8000E-01;1.3689E+03
9.8100E-01;1.3679E+03
9.8200E-01;1.3669E+03
9.8300E-01;1.3659E+03
9.8400E-01;1.3649E+03
9.8500E-01;1.3639E+03
9.8600E-01;1.3629E+03
9.8700E-01;1.3619E+03
9.8800E-01;1.3609E+03
9.8900E-01;1.3599E+03
9.9000E-01;1.3589E+03
9.9100E-01;1.3580E+03
9.9200E-01;1.3570E+03
9.9300E-01;1.3560E+03
9.9400E-01;1.3551E+03
9.9500E-01;1.3541E+03
9.9600E-01;1.3531E+03
9.9700E-01;1.3522E+03
9.9800E-01;1.3512E+03
9.9900E-01;1.3503E+03
1.0000E+00;1.3493E+03
1.0010E+00;1.3481E+03
1.0020E+00;1.3469E+03
1.0030E+00;1.3457E+03
1.0040E+00;1.3445E+03
1.0050E+00;1.3433E+03
1.0060E+00;1.3421E+03
1.0070E+00;1.3409E+03
1.0080E+00;1.3397E+03
1.0090E+00;1.3386E+03
1.0100E+00;1.3374E+03
1.0110E+00;1.3362E+03
1.0120E+00;1.3350E+03
1.0130E+00;1.3338E+03
1.0140E+00;1.3327E+03
1.0150E+00;1.3315E+03
1.0160E+00;1.3303E+03
1.0170E+00;1.3291E+03
1.0180E+00;1.3280E+03
1.0190E+00;1.3268E+03
1.0200E+00;1.3256E+03
1.0210E+00;1.3245E+03
1.0220E+00;1.3233E+03
1.0230E+00;1.3222E+03
1.0240E+00;1.3210E+03
1.0250E+00;1.3198E+03
1.0260E+00;1.3187E+03
1.0270E+00;1.3175E+03
1.0280E+00;1.3164E+03
1.0290E+00;1.3153E+03
1.0300E+00;1.3141E+03
1.0310E+00;1.3130E+03
1.0320E+00;1.3118E+03
1.0330E+00;1.3107E+03
1.0340E+00;1.3096E+03
1.0350E+00;1.3084E+03
1.0360E+00;1.3073E+03
1.0370E+00;1.3062E+03
1.0380E+00;1.3051E+03
1.0390E+00;1.3039E+03
1.0400E+00;1.3028E+03
1.0410E+00;1.3017E+03
1.0420E+00;1.3006E+03
1.0430E+00;1.2995E+03
1.0440E+00;1.2984E+03
1.0450E+00;1.2973E+03
1.0460E+00;1.2961E+03
1.0470E+00;1.2950E+03
1.0480E+00;1.2939E+03
1.0490E+00;1.2928E+03
1.0500E+00;1.2917E+03
1.0510E+00;1.2906E+03
1.0520E+00;1.2896E+03
1.0530E+00;1.2885E+03
1.0540E+00;1.2874E+03
1.0550E+00;1.2863E+03
1.0560E+00;1.2852E+03
1.0570E+00;1.2841E+03
1.0580E+00;1.2831E+03
1.0590E+00;1.2820E+03
1.0600E+00;1.2809E+03
1.0610E+00;1.2798E+03
1.0620E+00;1.2788E+03
1.0630E+00;1.2777E+03
1.0640E+00;1.2766E+03
1.0650E+00;1.2756E+03
1.0660E+00;1.2745E+03
1.0670E+00;1.2735E+03
1.0680E+00;1.2724E+03
1.0690E+00;1.2714E+03
1.0700E+00;1.2703E+03
1.0710E+00;1.2693E+03
1.0720E+00;1.2682E+03
1.0730E+00;1.2672E+03
1.0740E+00;1.2661E+03
1.0750E+00;1.2651E+03
1.0760E+00;1.2641E+03
1.0770E+00;1.2630E+03
1.0780E+00;1.2620E+03
1.0790E+00;1.2610E+03
1.0800E+00;1.2599E+03
1.0810E+00;1.2589E+03
1.0820E+00;1.2579E+03
1.0830E+00;1.2569E+03
1.0840E+00;1.2559E+03
1.0850E+00;1.2549E+03
1.0860E+00;1.2539E+03
1.0870E+00;1.2528E+03
1.0880E+00;1.2518E+03
1.0890E+00;1.2508E+03
1.0900E+00;1.2498E+03
1.0910E+00;1.2488E+03
1.0920E+00;1.2479E+03
1.0930E+00;1.2469E+03
1.0940E+00;1.2459E+03
1.0950E+00;1.2449E+03
1.0960E+00;1.2439E+03
1.0970E+00;1.2429E+03
1.0980E+00;1.2419E+03
1.0990E+00;1.2410E+03
1.1000E+00;1.2400E+03
1.1010E+00;1.2390E+03
1.1020E+00;1.2381E+03
1.1030E+00;1.2371E+03
1.1040E+00;1.2361E+03
1.1050E+00;1.2352E+03
1.1060E+00;1.2342E+03
1.1070E+00;1.2333E+03
1.1080E+00;1.2323E+03
1.1090E+00;1.2314E+03
1.1100E+00;1.2304E+03
1.1110E+00;1.2295E+03
1.1120E+00;1.2286E+03
1.1130E+00;1.2278E+03
1.1140E+00;1.2269E+03
1.1150E+00;1.2261E+03
1.1160E+00;1.2252E+03
1.1170E+00;1.2244E+03
1.1180E+00;1.2235E+03
1.1190E+00;1.2226E+03
1.1200E+00;1.2218E+03
1.1210E+00;1.2209E+03
1.1220E+00;1.2201E+03
1.1230E+00;1.2192E+03
1.1240E+00;1.2184E+03
1.1250E+00;1.2175E+03
1.1260E+00;1.2167E+03
1.1270E+00;1.2159E+03
1.1280E+00;1.2150E+03
1.1290E+00;1.2142E+03
1.1300E+00;1.2133E+03
1.1310E+00;1.2125E+03
1.1320E+00;1.2116E+03
1.1330E+00;1.2108E+03
1.1340E+00;1.2099E+03
1.1350E+00;1.2091E+03
1.1360E+00;1.2083E+03
1.1370E+00;1.2074E+03
1.1380E+00;1.2066E+03
1.1390E+00;1.2057E+03
1.1400E+00;1.2049E+03
1.1410E+00;1.2041E+03
1.1420E+00;1.2032E+03
1.1430E+00;1.2024E+03
1.1440E+00;1.2016E+03
1.1450E+00;1.2007E+03
1.1460E+00;1.1999E+03
1.1470E+00;1.1991E+03
1.1480E+00;1.1982E+03
1.1490E+00;1.1974E+03
1.1500E+00;1.1966E+03
1.1510E+00;1.1957E+03
1.1520E+00;1.1949E+03
1.1530E+00;1.1941E+03
1.1540E+00;1.1933E+03
1.1550E+00;1.1924E+03
1.1560E+00;1.1916E+03
1.1570E+00;1.1908E+03
1.1580E+00;1.1900E+03
1.1590E+00;1.1891E+03
1.1600E+00;1.1883E+03
1.1610E+00;1.1875E+03
1.1620E+00;1.1867E+03
1.1630E+00;1.1859E+03
1.1640E+00;1.1850E+03
1.1650E+00;1.1842E+03
1.1660E+00;1.1834E+03
1.1670E+00;1.1826E+03
1.1680E+00;1.1816E+03
1.1690E+00;1.1799E+03
1.1700E+00;1.1782E+03
1.1710E+00;1.1765E+03
1.1720E+00;1.1748E+03
1.1730E+00;1.1731E+03
1.1740E+00;1.1714E+03
1.1750E+00;1.1697E+03
1.1760E+00;1.1680E+03
1.1770E+00;1.1663E+03
1.1780E+00;1.1646E+03
1.1790E+00;1.1629E+03
1.1800E+00;1.1612E+03
1.1810E+00;1.1595E+03
1.1820E+00;1.1578E+03
1.1830E+00;1.1562E+03
1.1840E+00;1.1545E+03
1.1850E+00;1.1528E+03
1.1860E+00;1.1511E+03
1.1870E+00;1.1494E+03
1.1880E+00;1.1477E+03
1.1890E+00;1.1461E+03
1.1900E+00;1.1444E+03
1.1910E+00;1.1427E+03
1.1920E+00;1.1410E+03
1.1930E+00;1.1394E+03
1.1940E+00;1.1377E+03
1.1950E+00;1.1360E+03
1.1960E+00;1.1343E+03
1.1970E+00;1.1327E+03
1.1980E+00;1.1310E+03
1.1990E+00;1.1293E+03
1.2000E+00;1.1277E+03
1.2010E+00;1.1260E+03
1.2020E+00;1.1243E+03
1.2030E+00;1.1227E+03
1.2040E+00;1.1210E+03
1.2050E+00;1.1194E+03
1.2060E+00;1.1177E+03
1.2070E+00;1.1160E+03
1.2080E+00;1.1144E+03
1.2090E+00;1.1127E+03
1.2100E+00;1.1111E+03
1.2110E+00;1.1094E+03
1.2120E+00;1.1078E+03
1.2130E+00;1.1061E+03
1.2140E+00;1.1045E+03
1.2150E+00;1.1028E+03
1.2160E+00;1.1012E+03
1.2170E+00;1.0995E+03
1.2180E+00;1.0979E+03
1.2190E+00;1.0963E+03
1.2200E+00;1.0946E+03
1.2210E+00;1.0930E+03
1.2220E+00;1.0913E+03
1.2230E+00;1.0897E+03
1.2240E+00;1.0881E+03
1.2250E+00;1.0864E+03
1.2260E+00;1.0848E+03
1.2270E+00;1.0832E+03
1.2280E+00;1.0815E+03
1.2290E+00;1.0799E+03
1.2300E+00;1.0783E+03
1.2310E+00;1.0767E+03
1.2320E+00;1.0750E+03
1.2330E+00;1.0734E+03
1.2340E+00;1.0718E+03
1.2350E+00;1.0702E+03
1.2360E+00;1.0686E+03
1.2370E+00;1.0669E+03
1.2380E+00;1.0653E+03
1.2390E+00;1.0637E+03
1.2400E+00;1.0621E+03
1.2410E+00;1.0605E+03
1.2420E+00;1.0589E+03
1.2430E+00;1.0573E+03
1.2440E+00;1.0557E+03
1.2450E+00;1.0541E+03
1.2460E+00;1.0525E+03
1.2470E+00;1.0509E+03
1.2480E+00;1.0493E+03
1.2490E+00;1.0477E+03
1.2500E+00;1.0461E+03
1.2510E+00;1.0445E+03
1.2520E+00;1.0429E+03
1.2530E+00;1.0413E+03
1.2540E+00;1.0397E+03
1.2550E+00;1.0381E+03
1.2560E+00;1.0365E+03
1.2570E+00;1.0349E+03
1.2580E+00;1.0333E+03
1.2590E+00;1.0317E+03
1.2600E+00;1.0302E+03
1.2610E+00;1.0286E+03
1.2620E+00;1.0270E+03
1.2630E+00;1.0254E+03
1.2640E+00;1.0239E+03
1.2650E+00;1.0223E+03
1.2660E+00;1.0207E+03
1.2670E+00;1.0191E+03
1.2680E+00;1.0176E+03
1.2690E+00;1.0160E+03
1.2700E+00;1.0144E+03
1.2710E+00;1.0129E+03
1.2720E+00;1.0113E+03
1.2730E+00;1.0098E+03
1.2740E+00;1.0082E+03
1.2750E+00;1.0066E+03
1.2760E+00;1.0051E+03
1.2770E+00;1.0035E+03
1.2780E+00;1.0020E+03
1.2790E+00;1.0004E+03
1.2800E+00;9.9888E+02
1.2810E+00;9.9733E+02
1.2820E+00;9.9579E+02
1.2830E+00;9.9424E+02
1.2840E+00;9.9270E+02
1.2850E+00;9.9116E+02
1.2860E+00;9.8962E+02
1.2870E+00;9.8809E+02
1.2880E+00;9.8656E+02
1.2890E+00;9.8502E+02
1.2900E+00;9.8349E+02
1.2910E+00;9.8196E+02
1.2920E+00;9.8044E+02
1.2930E+00;9.7891E+02
1.2940E+00;9.7739E+02
1.2950E+00;9.7587E+02
1.2960E+00;9.7435E+02
1.2970E+00;9.7283E+02
1.2980E+00;9.7132E+02
1.2990E+00;9.6981E+02
1.3000E+00;9.6829E+02
1.3010E+00;9.6678E+02
1.3020E+00;9.6528E+02
1.3030E+00;9.6377E+02
1.3040E+00;9.6227E+02
1.3050E+00;9.6077E+02
1.3060E+00;9.5927E+02
1.3070E+00;9.5777E+02
1.3080E+00;9.5627E+02
1.3090E+00;9.5478E+02
1.3100E+00;9.5329E+02
1.3110E+00;9.5180E+02
1.3120E+00;9.5031E+02
1.3130E+00;9.4883E+02
1.3140E+00;9.4734E+02
1.3150E+00;9.4586E+02
1.3160E+00;9.4438E+02
1.3170E+00;9.4291E+02
1.3180E+00;9.4143E+02
1.3190E+00;9.4014E+02
1.3200E+00;9.3928E+02
1.3210E+00;9.3842E+02
1.3220E+00;9.3756E+02
1.3230E+00;9.3670E+02
1.3240E+00;9.3584E+02
1.3250E+00;9.3498E+02
1.3260E+00;9.3412E+02
1.3270E+00;9.3327E+02
1.3280E+00;9.3241E+02
1.3290E+00;9.3155E+02
1.3300E+00;9.3069E+02
1.3310E+00;9.2983E+02
1.3320E+00;9.2898E+02
1.3330E+00;9.2812E+02
1.3340E+00;9.2726E+02
1.3350E+00;9.2641E+02
1.3360E+00;9.2555E+02
1.3370E+00;9.2470E+02
1.3380E+00;9.2384E+02
1.3390E+00;9.2298E+02
1.3400E+00;9.2213E+02
1.3410E+00;9.2127E+02
1.3420E+00;9.2042E+02
1.3430E+00;9.1957E+02
1.3440E+00;9.1871E+02
1.3450E+00;9.1786E+02
1.3460E+00;9.1700E+02
1.3470E+00;9.1615E+02
1.3480E+00;9.1530E+02
1.3490E+00;9.1444E+02
1.3500E+00;9.1359E+02
1.3510E+00;9.1274E+02
1.3520E+00;9.1189E+02
1.3530E+00;9.1103E+02
1.3540E+00;9.1018E+02
1.3550E+00;9.0933E+02
1.3560E+00;9.0848E+02
1.3570E+00;9.0763E+02
1.3580E+00;9.0678E+02
1.3590E+00;9.0593E+02
1.3600E+00;9.0508E+02
1.3610E+00;9.0423E+02
1.3620E+00;9.0338E+02
1.3630E+00;9.0253E+02
1.3640E+00;9.0168E+02
1.3650E+00;9.0083E+02
1.3660E+00;8.9998E+02
1.3670E+00;8.9914E+02
1.3680E+00;8.9829E+02
1.3690E+00;8.9744E+02
1.3700E+00;8.9659E+02
1.3710E+00;8.9574E+02
1.3720E+00;8.9490E+02
1.3730E+00;8.9405E+02
1.3740E+00;8.9321E+02
1.3750E+00;8.9236E+02
1.3760E+00;8.9151E+02
1.3770E+00;8.9067E+02
1.3780E+00;8.8982E+02
1.3790E+00;8.8898E+02
1.3800E+00;8.8813E+02
1.3810E+00;8.8729E+02
1.3820E+00;8.8644E+02
1.3830E+00;8.8560E+02
1.3840E+00;8.8476E+02
1.3850E+00;8.8391E+02
1.3860E+00;8.8307E+02
1.3870E+00;8.8223E+02
1.3880E+00;8.8138E+02
1.3890E+00;8.8054E+02
1.3900E+00;8.7970E+02
1.3910E+00;8.7886E+02
1.3920E+00;8.7802E+02
1.3930E+00;8.7718E+02
1.3940E+00;8.7633E+02
1.3950E+00;8.7549E+02
1.3960E+00;8.7465E+02
1.3970E+00;8.7381E+02
1.3980E+00;8.7297E+02
1.3990E+00;8.7213E+02
1.4000E+00;8.7130E+02
1.4010E+00;8.7046E+02
1.4020E+00;8.6962E+02
1.4030E+00;8.6878E+02
1.4040E+00;8.6794E+02
1.4050E+00;8.6710E+02
1.4060E+00;8.6627E+02
1.4070E+00;8.6543E+02
1.4080E+00;8.6459E+02
1.4090E+00;8.6376E+02
1.4100E+00;8.6292E+02
1.4110E+00;8.6208E+02
1.4120E+00;8.6125E+02
1.4130E+00;8.6041E+02
1.4140E+00;8.5958E+02
1.4150E+00;8.5874E+02
1.4160E+00;8.5791E+02
1.4170E+00;8.5708E+02
1.4180E+00;8.5624E+02
1.4190E+00;8.5541E+02
1.4200E+00;8.5458E+02
1.4210E+00;8.5374E+02
1.4220E+00;8.5291E+02
1.4230E+00;8.5208E+02
1.4240E+00;8.5125E+02
1.4250E+00;8.5041E+02
1.4260E+00;8.4958E+02
1.4270E+00;8.4875E+02
1.4280E+00;8.4792E+02
1.4290E+00;8.4709E+02
1.4300E+00;8.4626E+02
1.4310E+00;8.4543E+02
1.4320E+00;8.4460E+02
1.4330E+00;8.4377E+02
1.4340E+00;8.4294E+02
1.4350E+00;8.4212E+02
1.4360E+00;8.4129E+02
1.4370E+00;8.4046E+02
1.4380E+00;8.3963E+02
1.4390E+00;8.3881E+02
1.4400E+00;8.3798E+02
1.4410E+00;8.3715E+02
1.4420E+00;8.3633E+02
1.4430E+00;8.3550E+02
1.4440E+00;8.3468E+02
1.4450E+00;8.3385E+02
1.4460E+00;8.3303E+02
1.4470E+00;8.3220E+02
1.4480E+00;8.3138E+02
1.4490E+00;8.3055E+02
1.4500E+00;8.2973E+02
1.4510E+00;8.2891E+02
1.4520E+00;8.2808E+02
1.4530E+00;8.2726E+02
1.4540E+00;8.2644E+02
1.4550E+00;8.2562E+02
1.4560E+00;8.2480E+02
1.4570E+00;8.2397E+02
1.4580E+00;8.2315E+02
1.4590E+00;8.2233E+02
1.4600E+00;8.2151E+02
1.4610E+00;8.2069E+02
1.4620E+00;8.1987E+02
1.4630E+00;8.1906E+02
1.4640E+00;8.1824E+02
1.4650E+00;8.1742E+02
1.4660E+00;8.1660E+02
1.4670E+00;8.1578E+02
1.4680E+00;8.1497E+02
1.4690E+00;8.1415E+02
1.4700E+00;8.1333E+02
1.4710E+00;8.1252E+02
1.4720E+00;8.1170E+02
1.4730E+00;8.1088E+02
1.4740E+00;8.1007E+02
1.4750E+00;8.0926E+02
1.4760E+00;8.0844E+02
1.4770E+00;8.0763E+02
1.4780E+00;8.0681E+02
1.4790E+00;8.0600E+02
1.4800E+00;8.0519E+02
1.4810E+00;8.0437E+02
1.4820E+00;8.0356E+02
1.4830E+00;8.0275E+02
1.4840E+00;8.0194E+02
1.4850E+00;8.0113E+02
1.4860E+00;8.0032E+02
1.4870E+00;7.9951E+02
1.4880E+00;7.9870E+02
1.4890E+00;7.9789E+02
1.4900E+00;7.9708E+02
1.4910E+00;7.9627E+02
1.4920E+00;7.9546E+02
1.4930E+00;7.9465E+02
1.4940E+00;7.9385E+02
1.4950E+00;7.9304E+02
1.4960E+00;7.9223E+02
1.4970E+00;7.9143E+02
1.4980E+00;7.9062E+02
1.4990E+00;7.8981E+02
1.5000E+00;7.8901E+02
1.5010E+00;7.8820E+02
1.5020E+00;7.8740E+02
1.5030E+00;7.8659E+02
1.5040E+00;7.8579E+02
1.5050E+00;7.8499E+02
1.5060E+00;7.8418E+02
1.5070E+00;7.8325E+02
1.5080E+00;7.8198E+02
1.5090E+00;7.8072E+02
1.5100E+00;7.7946E+02
1.5110E+00;7.7820E+02
1.5120E+00;7.7695E+02
1.5130E+00;7.7569E+02
1.5140E+00;7.7443E+02
1.5150E+00;7.7317E+02
1.5160E+00;7.7192E+02
1.5170E+00;7.7066E+02
1.5180E+00;7.6940E+02
1.5190E+00;7.6815E+02
1.5200E+00;7.6689E+02
1.5210E+00;7.6564E+02
1.5220E+00;7.6438E+02
1.5230E+00;7.6313E+02
1.5240E+00;7.6188E+02
1.5250E+00;7.6063E+02
1.5260E+00;7.5938E+02
1.5270E+00;7.5812E+02
1.5280E+00;7.5687E+02
1.5290E+00;7.5562E+02
1.5300E+00;7.5437E+02
1.5310E+00;7.5313E+02
1.5320E+00;7.5188E+02
1.5330E+00;7.5063E+02
1.5340E+00;7.4938E+02
1.5350E+00;7.4814E+02
1.5360E+00;7.4689E+02
1.5370E+00;7.4565E+02
1.5380E+00;7.4440E+02
1.5390E+00;7.4316E+02
1.5400E+00;7.4191E+02
1.5410E+00;7.4067E+02
1.5420E+00;7.3943E+02
1.5430E+00;7.3819E+02
1.5440E+00;7.3694E+02
1.5450E+00;7.3570E+02
1.5460E+00;7.3446E+02
1.5470E+00;7.3322E+02
1.5480E+00;7.3199E+02
1.5490E+00;7.3075E+02
1.5500E+00;7.2951E+02
1.5510E+00;7.2827E+02
1.5520E+00;7.2704E+02
1.5530E+00;7.2580E+02
1.5540E+00;7.2457E+02
1.5550E+00;7.2333E+02
1.5560E+00;7.2210E+02
1.5570E+00;7.2086E+02
1.5580E+00;7.1963E+02
1.5590E+00;7.1840E+02
1.5600E+00;7.1717E+02
1.5610E+00;7.1594E+02
1.5620E+00;7.1471E+02
1.5630E+00;7.1348E+02
1.5640E+00;7.1225E+02
1.5650E+00;7.1102E+02
1.5660E+00;7.0979E+02
1.5670E+00;7.0857E+02
1.5680E+00;7.0734E+02
1.5690E+00;7.0612E+02
1.5700E+00;7.0489E+02
1.5710E+00;7.0367E+02
1.5720E+00;7.0245E+02
1.5730E+00;7.0122E+02
1.5740E+00;7.0000E+02
1.5750E+00;6.9878E+02
1.5760E+00;6.9756E+02
1.5770E+00;6.9634E+02
1.5780E+00;6.9512E+02
1.5790E+00;6.9390E+02
1.5800E+00;6.9269E+02
1.5810E+00;6.9147E+02
1.5820E+00;6.9025E+02
1.5830E+00;6.8904E+02
1.5840E+00;6.8782E+02
1.5850E+00;6.8661E+02
1.5860E+00;6.8540E+02
1.5870E+00;6.8418E+02
1.5880E+00;6.8297E+02
1.5890E+00;6.8176E+02
1.5900E+00;6.8055E+02
1.5910E+00;6.7934E+02
1.5920E+00;6.7813E+02
1.5930E+00;6.7692E+02
1.5940E+00;6.7572E+02
1.5950E+00;6.7451E+02
1.5960E+00;6.7331E+02
1.5970E+00;6.7210E+02
1.5980E+00;6.7090E+02
1.5990E+00;6.6969E+02
1.6000E+00;6.6849E+02
1.6010E+00;6.6729E+02
1.6020E+00;6.6609E+02
1.6030E+00;6.6489E+02
1.6040E+00;6.6369E+02
1.6050E+00;6.6249E+02
1.6060E+00;6.6130E+02
1.6070E+00;6.6010E+02
1.6080E+00;6.5890E+02
1.6090E+00;6.5771E+02
1.6100E+00;6.5651E+02
1.6110E+00;6.5532E+02
1.6120E+00;6.5413E+02
1.6130E+00;6.5294E+02
1.6140E+00;6.5175E+02
1.6150E+00;6.5056E+02
1.6160E+00;6.4937E+02
1.6170E+00;6.4818E+02
1.6180E+00;6.4699E+02
1.6190E+00;6.4583E+02
1.6200E+00;6.4473E+02
1.6210E+00;6.4363E+02
1.6220E+00;6.4254E+02
1.6230E+00;6.4144E+02
1.6240E+00;6.4034E+02
1.6250E+00;6.3924E+02
1.6260E+00;6.3815E+02
1.6270E+00;6.3705E+02
1.6280E+00;6.3595E+02
1.6290E+00;6.3485E+02
1.6300E+00;6.3376E+02
1.6310E+00;6.3266E+02
1.6320E+00;6.3156E+02
1.6330E+00;6.3046E+02
1.6340E+00;6.2937E+02
1.6350E+00;6.2827E+02
1.6360E+00;6.2717E+02
1.6370E+00;6.2607E+02
1.6380E+00;6.2498E+02
1.6390E+00;6.2388E+02
1.6400E+00;6.2278E+02
1.6410E+00;6.2169E+02
1.6420E+00;6.2059E+02
1.6430E+00;6.1949E+02
1.6440E+00;6.1839E+02
1.6450E+00;6.1730E+02
1.6460E+00;6.1620E+02
1.6470E+00;6.1510E+02
1.6480E+00;6.1400E+02
1.6490E+00;6.1291E+02
1.6500E+00;6.1181E+02
1.6510E+00;6.1071E+02
1.6520E+00;6.0961E+02
1.6530E+00;6.0852E+02
1.6540E+00;6.0742E+02
1.6550E+00;6.0632E+02
1.6560E+00;6.0523E+02
1.6570E+00;6.0413E+02
1.6580E+00;6.0303E+02
1.6590E+00;6.0193E+02
1.6600E+00;6.0084E+02
1.6610E+00;5.9974E+02
1.6620E+00;5.9864E+02
1.6630E+00;5.9754E+02
1.6640E+00;5.9645E+02
1.6650E+00;5.9535E+02
1.6660E+00;5.9425E+02
1.6670E+00;5.9316E+02
1.6680E+00;5.9206E+02
1.6690E+00;5.9096E+02
1.6700E+00;5.8986E+02
1.6710E+00;5.8877E+02
1.6720E+00;5.8767E+02
1.6730E+00;5.8657E+02
1.6740E+00;5.8548E+02
1.6750E+00;5.8438E+02
1.6760E+00;5.8328E+02
1.6770E+00;5.8219E+02
1.6780E+00;5.8109E+02
1.6790E+00;5.7999E+02
1.6800E+00;5.7889E+02
1.6810E+00;5.7780E+02
1.6820E+00;5.7670E+02
1.6830E+00;5.7560E+02
1.6840E+00;5.7451E+02
1.6850E+00;5.7341E+02
1.6860E+00;5.7231E+02
1.6870E+00;5.7122E+02
1.6880E+00;5.7012E+02
1.6890E+00;5.6902E+02
1.6900E+00;5.6792E+02
1.6910E+00;5.6704E+02
1.6920E+00;5.6652E+02
1.6930E+00;5.6599E+02
1.6940E+00;5.6547E+02
1.6950E+00;5.6495E+02
1.6960E+00;5.6443E+02
1.6970E+00;5.6390E+02
1.6980E+00;5.6338E+02
1.6990E+00;5.6286E+02
1.7000E+00;5.6234E+02
1.7010E+00;5.6181E+02
1.7020E+00;5.6129E+02
1.7030E+00;5.6077E+02
1.7040E+00;5.6025E+02
1.7050E+00;5.5973E+02
1.7060E+00;5.5921E+02
1.7070E+00;5.5868E+02
1.7080E+00;5.5816E+02
1.7090E+00;5.5764E+02
1.7100E+00;5.5712E+02
1.7110E+00;5.5660E+02
1.7120E+00;5.5608E+02
1.7130E+00;5.5556E+02
1.7140E+00;5.5503E+02
1.7150E+00;5.5451E+02
1.7160E+00;5.5399E+02
1.7170E+00;5.5347E+02
1.7180E+00;5.5295E+02
1.7190E+00;5.5243E+02
1.7200E+00;5.5191E+02
1.7210E+00;5.5139E+02
1.7220E+00;5.5087E+02
1.7230E+00;5.5035E+02
1.7240E+00;5.4983E+02
1.7250E+00;5.4931E+02
1.7260E+00;5.4879E+02
1.7270E+00;5.4827E+02
1.7280E+00;5.4775E+02
1.7290E+00;5.4723E+02
1.7300E+00;5.4671E+02
1.7310E+00;5.4619E+02
1.7320E+00;5.4567E+02
1.7330E+00;5.4515E+02
1.7340E+00;5.4463E+02
1.7350E+00;5.4411E+02
1.7360E+00;5.4359E+02
1.7370E+00;5.4307E+02
1.7380E+00;5.4255E+02
1.7390E+00;5.4204E+02
1.7400E+00;5.4152E+02
1.7410E+00;5.4100E+02
1.7420E+00;5.4048E+02
1.7430E+00;5.3996E+02
1.7440E+00;5.3944E+02
1.7450E+00;5.3893E+02
1.7460E+00;5.3841E+02
1.7470E+00;5.3789E+02
1.7480E+00;5.3737E+02
1.7490E+00;5.3685E+02
1.7500E+00;5.3634E+02
1.7510E+00;5.3582E+02
1.7520E+00;5.3530E+02
1.7530E+00;5.3478E+02
1.7540E+00;5.3426E+02
1.7550E+00;5.3375E+02
1.7560E+00;5.3323E+02
1.7570E+00;5.3271E+02
1.7580E+00;5.3220E+02
1.7590E+00;5.3168E+02
1.7600E+00;5.3116E+02
1.7610E+00;5.3065E+02
1.7620E+00;5.3013E+02
1.7630E+00;5.2961E+02
1.7640E+00;5.2910E+02
1.7650E+00;5.2858E+02
1.7660E+00;5.2806E+02
1.7670E+00;5.2755E+02
1.7680E+00;5.2703E+02
1.7690E+00;5.2652E+02
1.7700E+00;5.2600E+02
1.7710E+00;5.2548E+02
1.7720E+00;5.2497E+02
1.7730E+00;5.2445E+02
1.7740E+00;5.2394E+02
1.7750E+00;5.2342E+02
1.7760E+00;5.2291E+02
