Y;Fieldvalue
-5.1530E+00;3.2162E+01
-5.1520E+00;3.2172E+01
-5.1510E+00;3.2181E+01
-5.1500E+00;3.2191E+01
-5.1490E+00;3.2201E+01
-5.1480E+00;3.2211E+01
-5.1470E+00;3.2221E+01
-5.1460E+00;3.2230E+01
-5.1450E+00;3.2240E+01
-5.1440E+00;3.2250E+01
-5.1430E+00;3.2260E+01
-5.1420E+00;3.2270E+01
-5.1410E+00;3.2280E+01
-5.1400E+00;3.2289E+01
-5.1390E+00;3.2299E+01
-5.1380E+00;3.2309E+01
-5.1370E+00;3.2319E+01
-5.1360E+00;3.2329E+01
-5.1350E+00;3.2338E+01
-5.1340E+00;3.2348E+01
-5.1330E+00;3.2358E+01
-5.1320E+00;3.2368E+01
-5.1310E+00;3.2378E+01
-5.1300E+00;3.2387E+01
-5.1290E+00;3.2397E+01
-5.1280E+00;3.2407E+01
-5.1270E+00;3.2417E+01
-5.1260E+00;3.2427E+01
-5.1250E+00;3.2436E+01
-5.1240E+00;3.2446E+01
-5.1230E+00;3.2456E+01
-5.1220E+00;3.2466E+01
-5.1210E+00;3.2476E+01
-5.1200E+00;3.2485E+01
-5.1190E+00;3.2495E+01
-5.1180E+00;3.2505E+01
-5.1170E+00;3.2515E+01
-5.1160E+00;3.2525E+01
-5.1150E+00;3.2534E+01
-5.1140E+00;3.2544E+01
-5.1130E+00;3.2554E+01
-5.1120E+00;3.2564E+01
-5.1110E+00;3.2574E+01
-5.1100E+00;3.2584E+01
-5.1090E+00;3.2593E+01
-5.1080E+00;3.2603E+01
-5.1070E+00;3.2613E+01
-5.1060E+00;3.2623E+01
-5.1050E+00;3.2633E+01
-5.1040E+00;3.2642E+01
-5.1030E+00;3.2652E+01
-5.1020E+00;3.2662E+01
-5.1010E+00;3.2672E+01
-5.1000E+00;3.2682E+01
-5.0990E+00;3.2691E+01
-5.0980E+00;3.2701E+01
-5.0970E+00;3.2711E+01
-5.0960E+00;3.2721E+01
-5.0950E+00;3.2731E+01
-5.0940E+00;3.2740E+01
-5.0930E+00;3.2750E+01
-5.0920E+00;3.2760E+01
-5.0910E+00;3.2770E+01
-5.0900E+00;3.2780E+01
-5.0890E+00;3.2789E+01
-5.0880E+00;3.2799E+01
-5.0870E+00;3.2809E+01
-5.0860E+00;3.2819E+01
-5.0850E+00;3.2829E+01
-5.0840E+00;3.2839E+01
-5.0830E+00;3.2848E+01
-5.0820E+00;3.2858E+01
-5.0810E+00;3.2868E+01
-5.0800E+00;3.2878E+01
-5.0790E+00;3.2888E+01
-5.0780E+00;3.2897E+01
-5.0770E+00;3.2907E+01
-5.0760E+00;3.2917E+01
-5.0750E+00;3.2927E+01
-5.0740E+00;3.2937E+01
-5.0730E+00;3.2946E+01
-5.0720E+00;3.2956E+01
-5.0710E+00;3.2966E+01
-5.0700E+00;3.2976E+01
-5.0690E+00;3.2986E+01
-5.0680E+00;3.2995E+01
-5.0670E+00;3.3005E+01
-5.0660E+00;3.3015E+01
-5.0650E+00;3.3025E+01
-5.0640E+00;3.3035E+01
-5.0630E+00;3.3044E+01
-5.0620E+00;3.3054E+01
-5.0610E+00;3.3064E+01
-5.0600E+00;3.3074E+01
-5.0590E+00;3.3084E+01
-5.0580E+00;3.3093E+01
-5.0570E+00;3.3103E+01
-5.0560E+00;3.3113E+01
-5.0550E+00;3.3123E+01
-5.0540E+00;3.3133E+01
-5.0530E+00;3.3143E+01
-5.0520E+00;3.3152E+01
-5.0510E+00;3.3162E+01
-5.0500E+00;3.3172E+01
-5.0490E+00;3.3182E+01
-5.0480E+00;3.3192E+01
-5.0470E+00;3.3201E+01
-5.0460E+00;3.3211E+01
-5.0450E+00;3.3221E+01
-5.0440E+00;3.3231E+01
-5.0430E+00;3.3241E+01
-5.0420E+00;3.3250E+01
-5.0410E+00;3.3260E+01
-5.0400E+00;3.3270E+01
-5.0390E+00;3.3280E+01
-5.0380E+00;3.3290E+01
-5.0370E+00;3.3299E+01
-5.0360E+00;3.3309E+01
-5.0350E+00;3.3319E+01
-5.0340E+00;3.3329E+01
-5.0330E+00;3.3339E+01
-5.0320E+00;3.3348E+01
-5.0310E+00;3.3358E+01
-5.0300E+00;3.3368E+01
-5.0290E+00;3.3378E+01
-5.0280E+00;3.3388E+01
-5.0270E+00;3.3398E+01
-5.0260E+00;3.3407E+01
-5.0250E+00;3.3417E+01
-5.0240E+00;3.3427E+01
-5.0230E+00;3.3437E+01
-5.0220E+00;3.3447E+01
-5.0210E+00;3.3456E+01
-5.0200E+00;3.3466E+01
-5.0190E+00;3.3476E+01
-5.0180E+00;3.3486E+01
-5.0170E+00;3.3496E+01
-5.0160E+00;3.3505E+01
-5.0150E+00;3.3515E+01
-5.0140E+00;3.3525E+01
-5.0130E+00;3.3535E+01
-5.0120E+00;3.3545E+01
-5.0110E+00;3.3554E+01
-5.0100E+00;3.3564E+01
-5.0090E+00;3.3574E+01
-5.0080E+00;3.3584E+01
-5.0070E+00;3.3594E+01
-5.0060E+00;3.3603E+01
-5.0050E+00;3.3613E+01
-5.0040E+00;3.3623E+01
-5.0030E+00;3.3633E+01
-5.0020E+00;3.3643E+01
-5.0010E+00;3.3653E+01
-5.0000E+00;3.3662E+01
-4.9990E+00;3.3672E+01
-4.9980E+00;3.3682E+01
-4.9970E+00;3.3692E+01
-4.9960E+00;3.3702E+01
-4.9950E+00;3.3711E+01
-4.9940E+00;3.3721E+01
-4.9930E+00;3.3731E+01
-4.9920E+00;3.3741E+01
-4.9910E+00;3.3751E+01
-4.9900E+00;3.3760E+01
-4.9890E+00;3.3770E+01
-4.9880E+00;3.3780E+01
-4.9870E+00;3.3790E+01
-4.9860E+00;3.3800E+01
-4.9850E+00;3.3809E+01
-4.9840E+00;3.3819E+01
-4.9830E+00;3.3829E+01
-4.9820E+00;3.3839E+01
-4.9810E+00;3.3849E+01
-4.9800E+00;3.3858E+01
-4.9790E+00;3.3868E+01
-4.9780E+00;3.3878E+01
-4.9770E+00;3.3888E+01
-4.9760E+00;3.3898E+01
-4.9750E+00;3.3908E+01
-4.9740E+00;3.3917E+01
-4.9730E+00;3.3927E+01
-4.9720E+00;3.3937E+01
-4.9710E+00;3.3947E+01
-4.9700E+00;3.3957E+01
-4.9690E+00;3.3966E+01
-4.9680E+00;3.3976E+01
-4.9670E+00;3.3986E+01
-4.9660E+00;3.3996E+01
-4.9650E+00;3.4006E+01
-4.9640E+00;3.4015E+01
-4.9630E+00;3.4025E+01
-4.9620E+00;3.4035E+01
-4.9610E+00;3.4045E+01
-4.9600E+00;3.4055E+01
-4.9590E+00;3.4064E+01
-4.9580E+00;3.4074E+01
-4.9570E+00;3.4084E+01
-4.9560E+00;3.4094E+01
-4.9550E+00;3.4104E+01
-4.9540E+00;3.4113E+01
-4.9530E+00;3.4123E+01
-4.9520E+00;3.4133E+01
-4.9510E+00;3.4143E+01
-4.9500E+00;3.4153E+01
-4.9490E+00;3.4163E+01
-4.9480E+00;3.4172E+01
-4.9470E+00;3.4182E+01
-4.9460E+00;3.4192E+01
-4.9450E+00;3.4202E+01
-4.9440E+00;3.4212E+01
-4.9430E+00;3.4221E+01
-4.9420E+00;3.4231E+01
-4.9410E+00;3.4241E+01
-4.9400E+00;3.4251E+01
-4.9390E+00;3.4261E+01
-4.9380E+00;3.4270E+01
-4.9370E+00;3.4280E+01
-4.9360E+00;3.4290E+01
-4.9350E+00;3.4300E+01
-4.9340E+00;3.4310E+01
-4.9330E+00;3.4319E+01
-4.9320E+00;3.4329E+01
-4.9310E+00;3.4339E+01
-4.9300E+00;3.4349E+01
-4.9290E+00;3.4359E+01
-4.9280E+00;3.4368E+01
-4.9270E+00;3.4378E+01
-4.9260E+00;3.4388E+01
-4.9250E+00;3.4398E+01
-4.9240E+00;3.4408E+01
-4.9230E+00;3.4418E+01
-4.9220E+00;3.4427E+01
-4.9210E+00;3.4437E+01
-4.9200E+00;3.4447E+01
-4.9190E+00;3.4457E+01
-4.9180E+00;3.4467E+01
-4.9170E+00;3.4476E+01
-4.9160E+00;3.4486E+01
-4.9150E+00;3.4496E+01
-4.9140E+00;3.4506E+01
-4.9130E+00;3.4516E+01
-4.9120E+00;3.4525E+01
-4.9110E+00;3.4535E+01
-4.9100E+00;3.4545E+01
-4.9090E+00;3.4555E+01
-4.9080E+00;3.4565E+01
-4.9070E+00;3.4574E+01
-4.9060E+00;3.4584E+01
-4.9050E+00;3.4594E+01
-4.9040E+00;3.4604E+01
-4.9030E+00;3.4614E+01
-4.9020E+00;3.4623E+01
-4.9010E+00;3.4633E+01
-4.9000E+00;3.4643E+01
-4.8990E+00;3.4653E+01
-4.8980E+00;3.4663E+01
-4.8970E+00;3.4673E+01
-4.8960E+00;3.4682E+01
-4.8950E+00;3.4692E+01
-4.8940E+00;3.4702E+01
-4.8930E+00;3.4712E+01
-4.8920E+00;3.4722E+01
-4.8910E+00;3.4731E+01
-4.8900E+00;3.4741E+01
-4.8890E+00;3.4751E+01
-4.8880E+00;3.4761E+01
-4.8870E+00;3.4771E+01
-4.8860E+00;3.4780E+01
-4.8850E+00;3.4790E+01
-4.8840E+00;3.4800E+01
-4.8830E+00;3.4810E+01
-4.8820E+00;3.4820E+01
-4.8810E+00;3.4829E+01
-4.8800E+00;3.4839E+01
-4.8790E+00;3.4849E+01
-4.8780E+00;3.4859E+01
-4.8770E+00;3.4869E+01
-4.8760E+00;3.4879E+01
-4.8750E+00;3.4888E+01
-4.8740E+00;3.4898E+01
-4.8730E+00;3.4908E+01
-4.8720E+00;3.4918E+01
-4.8710E+00;3.4928E+01
-4.8700E+00;3.4937E+01
-4.8690E+00;3.4947E+01
-4.8680E+00;3.4957E+01
-4.8670E+00;3.4967E+01
-4.8660E+00;3.4977E+01
-4.8650E+00;3.4986E+01
-4.8640E+00;3.4996E+01
-4.8630E+00;3.5006E+01
-4.8620E+00;3.5016E+01
-4.8610E+00;3.5026E+01
-4.8600E+00;3.5035E+01
-4.8590E+00;3.5045E+01
-4.8580E+00;3.5055E+01
-4.8570E+00;3.5065E+01
-4.8560E+00;3.5075E+01
-4.8550E+00;3.5084E+01
-4.8540E+00;3.5094E+01
-4.8530E+00;3.5104E+01
-4.8520E+00;3.5114E+01
-4.8510E+00;3.5124E+01
-4.8500E+00;3.5134E+01
-4.8490E+00;3.5143E+01
-4.8480E+00;3.5153E+01
-4.8470E+00;3.5163E+01
-4.8460E+00;3.5173E+01
-4.8450E+00;3.5183E+01
-4.8440E+00;3.5192E+01
-4.8430E+00;3.5202E+01
-4.8420E+00;3.5212E+01
-4.8410E+00;3.5222E+01
-4.8400E+00;3.5232E+01
-4.8390E+00;3.5241E+01
-4.8380E+00;3.5251E+01
-4.8370E+00;3.5261E+01
-4.8360E+00;3.5271E+01
-4.8350E+00;3.5281E+01
-4.8340E+00;3.5290E+01
-4.8330E+00;3.5300E+01
-4.8320E+00;3.5310E+01
-4.8310E+00;3.5320E+01
-4.8300E+00;3.5330E+01
-4.8290E+00;3.5339E+01
-4.8280E+00;3.5349E+01
-4.8270E+00;3.5359E+01
-4.8260E+00;3.5369E+01
-4.8250E+00;3.5379E+01
-4.8240E+00;3.5389E+01
-4.8230E+00;3.5398E+01
-4.8220E+00;3.5408E+01
-4.8210E+00;3.5418E+01
-4.8200E+00;3.5428E+01
-4.8190E+00;3.5438E+01
-4.8180E+00;3.5447E+01
-4.8170E+00;3.5457E+01
-4.8160E+00;3.5467E+01
-4.8150E+00;3.5477E+01
-4.8140E+00;3.5487E+01
-4.8130E+00;3.5496E+01
-4.8120E+00;3.5506E+01
-4.8110E+00;3.5516E+01
-4.8100E+00;3.5526E+01
-4.8090E+00;3.5536E+01
-4.8080E+00;3.5545E+01
-4.8070E+00;3.5555E+01
-4.8060E+00;3.5565E+01
-4.8050E+00;3.5575E+01
-4.8040E+00;3.5585E+01
-4.8030E+00;3.5595E+01
-4.8020E+00;3.5604E+01
-4.8010E+00;3.5614E+01
-4.8000E+00;3.5624E+01
-4.7990E+00;3.5634E+01
-4.7980E+00;3.5644E+01
-4.7970E+00;3.5653E+01
-4.7960E+00;3.5663E+01
-4.7950E+00;3.5673E+01
-4.7940E+00;3.5683E+01
-4.7930E+00;3.5693E+01
-4.7920E+00;3.5702E+01
-4.7910E+00;3.5712E+01
-4.7900E+00;3.5722E+01
-4.7890E+00;3.5732E+01
-4.7880E+00;3.5742E+01
-4.7870E+00;3.5751E+01
-4.7860E+00;3.5761E+01
-4.7850E+00;3.5771E+01
-4.7840E+00;3.5781E+01
-4.7830E+00;3.5791E+01
-4.7820E+00;3.5800E+01
-4.7810E+00;3.5810E+01
-4.7800E+00;3.5820E+01
-4.7790E+00;3.5830E+01
-4.7780E+00;3.5840E+01
-4.7770E+00;3.5850E+01
-4.7760E+00;3.5859E+01
-4.7750E+00;3.5869E+01
-4.7740E+00;3.5879E+01
-4.7730E+00;3.5889E+01
-4.7720E+00;3.5899E+01
-4.7710E+00;3.5908E+01
-4.7700E+00;3.5918E+01
-4.7690E+00;3.5928E+01
-4.7680E+00;3.5938E+01
-4.7670E+00;3.5948E+01
-4.7660E+00;3.5957E+01
-4.7650E+00;3.5967E+01
-4.7640E+00;3.5977E+01
-4.7630E+00;3.5987E+01
-4.7620E+00;3.5997E+01
-4.7610E+00;3.6006E+01
-4.7600E+00;3.6016E+01
-4.7590E+00;3.6026E+01
-4.7580E+00;3.6036E+01
-4.7570E+00;3.6044E+01
-4.7560E+00;3.6053E+01
-4.7550E+00;3.6062E+01
-4.7540E+00;3.6071E+01
-4.7530E+00;3.6080E+01
-4.7520E+00;3.6089E+01
-4.7510E+00;3.6098E+01
-4.7500E+00;3.6107E+01
-4.7490E+00;3.6115E+01
-4.7480E+00;3.6124E+01
-4.7470E+00;3.6133E+01
-4.7460E+00;3.6142E+01
-4.7450E+00;3.6151E+01
-4.7440E+00;3.6160E+01
-4.7430E+00;3.6169E+01
-4.7420E+00;3.6178E+01
-4.7410E+00;3.6186E+01
-4.7400E+00;3.6195E+01
-4.7390E+00;3.6204E+01
-4.7380E+00;3.6213E+01
-4.7370E+00;3.6222E+01
-4.7360E+00;3.6231E+01
-4.7350E+00;3.6240E+01
-4.7340E+00;3.6249E+01
-4.7330E+00;3.6258E+01
-4.7320E+00;3.6266E+01
-4.7310E+00;3.6275E+01
-4.7300E+00;3.6284E+01
-4.7290E+00;3.6293E+01
-4.7280E+00;3.6302E+01
-4.7270E+00;3.6311E+01
-4.7260E+00;3.6320E+01
-4.7250E+00;3.6329E+01
-4.7240E+00;3.6338E+01
-4.7230E+00;3.6346E+01
-4.7220E+00;3.6355E+01
-4.7210E+00;3.6364E+01
-4.7200E+00;3.6373E+01
-4.7190E+00;3.6382E+01
-4.7180E+00;3.6391E+01
-4.7170E+00;3.6400E+01
-4.7160E+00;3.6409E+01
-4.7150E+00;3.6418E+01
-4.7140E+00;3.6426E+01
-4.7130E+00;3.6435E+01
-4.7120E+00;3.6444E+01
-4.7110E+00;3.6453E+01
-4.7100E+00;3.6462E+01
-4.7090E+00;3.6471E+01
-4.7080E+00;3.6480E+01
-4.7070E+00;3.6489E+01
-4.7060E+00;3.6498E+01
-4.7050E+00;3.6507E+01
-4.7040E+00;3.6515E+01
-4.7030E+00;3.6524E+01
-4.7020E+00;3.6533E+01
-4.7010E+00;3.6542E+01
-4.7000E+00;3.6551E+01
-4.6990E+00;3.6560E+01
-4.6980E+00;3.6569E+01
-4.6970E+00;3.6578E+01
-4.6960E+00;3.6587E+01
-4.6950E+00;3.6596E+01
-4.6940E+00;3.6604E+01
-4.6930E+00;3.6613E+01
-4.6920E+00;3.6622E+01
-4.6910E+00;3.6631E+01
-4.6900E+00;3.6640E+01
-4.6890E+00;3.6649E+01
-4.6880E+00;3.6658E+01
-4.6870E+00;3.6667E+01
-4.6860E+00;3.6676E+01
-4.6850E+00;3.6685E+01
-4.6840E+00;3.6694E+01
-4.6830E+00;3.6702E+01
-4.6820E+00;3.6711E+01
-4.6810E+00;3.6720E+01
-4.6800E+00;3.6729E+01
-4.6790E+00;3.6738E+01
-4.6780E+00;3.6747E+01
-4.6770E+00;3.6756E+01
-4.6760E+00;3.6765E+01
-4.6750E+00;3.6774E+01
-4.6740E+00;3.6783E+01
-4.6730E+00;3.6792E+01
-4.6720E+00;3.6800E+01
-4.6710E+00;3.6809E+01
-4.6700E+00;3.6818E+01
-4.6690E+00;3.6827E+01
-4.6680E+00;3.6836E+01
-4.6670E+00;3.6845E+01
-4.6660E+00;3.6854E+01
-4.6650E+00;3.6863E+01
-4.6640E+00;3.6872E+01
-4.6630E+00;3.6881E+01
-4.6620E+00;3.6890E+01
-4.6610E+00;3.6899E+01
-4.6600E+00;3.6908E+01
-4.6590E+00;3.6916E+01
-4.6580E+00;3.6925E+01
-4.6570E+00;3.6934E+01
-4.6560E+00;3.6943E+01
-4.6550E+00;3.6952E+01
-4.6540E+00;3.6961E+01
-4.6530E+00;3.6970E+01
-4.6520E+00;3.6979E+01
-4.6510E+00;3.6988E+01
-4.6500E+00;3.6997E+01
-4.6490E+00;3.7006E+01
-4.6480E+00;3.7015E+01
-4.6470E+00;3.7024E+01
-4.6460E+00;3.7032E+01
-4.6450E+00;3.7041E+01
-4.6440E+00;3.7050E+01
-4.6430E+00;3.7059E+01
-4.6420E+00;3.7068E+01
-4.6410E+00;3.7077E+01
-4.6400E+00;3.7086E+01
-4.6390E+00;3.7095E+01
-4.6380E+00;3.7104E+01
-4.6370E+00;3.7113E+01
-4.6360E+00;3.7122E+01
-4.6350E+00;3.7131E+01
-4.6340E+00;3.7140E+01
-4.6330E+00;3.7149E+01
-4.6320E+00;3.7157E+01
-4.6310E+00;3.7166E+01
-4.6300E+00;3.7175E+01
-4.6290E+00;3.7184E+01
-4.6280E+00;3.7193E+01
-4.6270E+00;3.7202E+01
-4.6260E+00;3.7211E+01
-4.6250E+00;3.7220E+01
-4.6240E+00;3.7229E+01
-4.6230E+00;3.7238E+01
-4.6220E+00;3.7247E+01
-4.6210E+00;3.7256E+01
-4.6200E+00;3.7265E+01
-4.6190E+00;3.7274E+01
-4.6180E+00;3.7283E+01
-4.6170E+00;3.7292E+01
-4.6160E+00;3.7300E+01
-4.6150E+00;3.7309E+01
-4.6140E+00;3.7318E+01
-4.6130E+00;3.7327E+01
-4.6120E+00;3.7336E+01
-4.6110E+00;3.7345E+01
-4.6100E+00;3.7354E+01
-4.6090E+00;3.7363E+01
-4.6080E+00;3.7372E+01
-4.6070E+00;3.7381E+01
-4.6060E+00;3.7390E+01
-4.6050E+00;3.7399E+01
-4.6040E+00;3.7408E+01
-4.6030E+00;3.7417E+01
-4.6020E+00;3.7426E+01
-4.6010E+00;3.7435E+01
-4.6000E+00;3.7444E+01
-4.5990E+00;3.7453E+01
-4.5980E+00;3.7461E+01
-4.5970E+00;3.7470E+01
-4.5960E+00;3.7479E+01
-4.5950E+00;3.7488E+01
-4.5940E+00;3.7497E+01
-4.5930E+00;3.7506E+01
-4.5920E+00;3.7515E+01
-4.5910E+00;3.7524E+01
-4.5900E+00;3.7533E+01
-4.5890E+00;3.7542E+01
-4.5880E+00;3.7551E+01
-4.5870E+00;3.7560E+01
-4.5860E+00;3.7569E+01
-4.5850E+00;3.7578E+01
-4.5840E+00;3.7587E+01
-4.5830E+00;3.7596E+01
-4.5820E+00;3.7605E+01
-4.5810E+00;3.7614E+01
-4.5800E+00;3.7623E+01
-4.5790E+00;3.7632E+01
-4.5780E+00;3.7641E+01
-4.5770E+00;3.7650E+01
-4.5760E+00;3.7658E+01
-4.5750E+00;3.7667E+01
-4.5740E+00;3.7676E+01
-4.5730E+00;3.7685E+01
-4.5720E+00;3.7694E+01
-4.5710E+00;3.7703E+01
-4.5700E+00;3.7712E+01
-4.5690E+00;3.7721E+01
-4.5680E+00;3.7730E+01
-4.5670E+00;3.7739E+01
-4.5660E+00;3.7748E+01
-4.5650E+00;3.7757E+01
-4.5640E+00;3.7766E+01
-4.5630E+00;3.7775E+01
-4.5620E+00;3.7784E+01
-4.5610E+00;3.7793E+01
-4.5600E+00;3.7802E+01
-4.5590E+00;3.7811E+01
-4.5580E+00;3.7820E+01
-4.5570E+00;3.7829E+01
-4.5560E+00;3.7838E+01
-4.5550E+00;3.7847E+01
-4.5540E+00;3.7856E+01
-4.5530E+00;3.7865E+01
-4.5520E+00;3.7874E+01
-4.5510E+00;3.7883E+01
-4.5500E+00;3.7892E+01
-4.5490E+00;3.7901E+01
-4.5480E+00;3.7909E+01
-4.5470E+00;3.7918E+01
-4.5460E+00;3.7927E+01
-4.5450E+00;3.7936E+01
-4.5440E+00;3.7945E+01
-4.5430E+00;3.7954E+01
-4.5420E+00;3.7963E+01
-4.5410E+00;3.7972E+01
-4.5400E+00;3.7981E+01
-4.5390E+00;3.7990E+01
-4.5380E+00;3.7999E+01
-4.5370E+00;3.8008E+01
-4.5360E+00;3.8017E+01
-4.5350E+00;3.8026E+01
-4.5340E+00;3.8035E+01
-4.5330E+00;3.8044E+01
-4.5320E+00;3.8053E+01
-4.5310E+00;3.8062E+01
-4.5300E+00;3.8071E+01
-4.5290E+00;3.8080E+01
-4.5280E+00;3.8089E+01
-4.5270E+00;3.8098E+01
-4.5260E+00;3.8107E+01
-4.5250E+00;3.8116E+01
-4.5240E+00;3.8125E+01
-4.5230E+00;3.8134E+01
-4.5220E+00;3.8143E+01
-4.5210E+00;3.8152E+01
-4.5200E+00;3.8161E+01
-4.5190E+00;3.8170E+01
-4.5180E+00;3.8179E+01
-4.5170E+00;3.8188E+01
-4.5160E+00;3.8197E+01
-4.5150E+00;3.8206E+01
-4.5140E+00;3.8215E+01
-4.5130E+00;3.8224E+01
-4.5120E+00;3.8233E+01
-4.5110E+00;3.8242E+01
-4.5100E+00;3.8251E+01
-4.5090E+00;3.8260E+01
-4.5080E+00;3.8269E+01
-4.5070E+00;3.8278E+01
-4.5060E+00;3.8287E+01
-4.5050E+00;3.8296E+01
-4.5040E+00;3.8305E+01
-4.5030E+00;3.8314E+01
-4.5020E+00;3.8323E+01
-4.5010E+00;3.8332E+01
-4.5000E+00;3.8341E+01
-4.4990E+00;3.8350E+01
-4.4980E+00;3.8359E+01
-4.4970E+00;3.8368E+01
-4.4960E+00;3.8377E+01
-4.4950E+00;3.8386E+01
-4.4940E+00;3.8395E+01
-4.4930E+00;3.8404E+01
-4.4920E+00;3.8413E+01
-4.4910E+00;3.8422E+01
-4.4900E+00;3.8431E+01
-4.4890E+00;3.8440E+01
-4.4880E+00;3.8448E+01
-4.4870E+00;3.8457E+01
-4.4860E+00;3.8466E+01
-4.4850E+00;3.8475E+01
-4.4840E+00;3.8484E+01
-4.4830E+00;3.8493E+01
-4.4820E+00;3.8502E+01
-4.4810E+00;3.8511E+01
-4.4800E+00;3.8520E+01
-4.4790E+00;3.8529E+01
-4.4780E+00;3.8538E+01
-4.4770E+00;3.8547E+01
-4.4760E+00;3.8556E+01
-4.4750E+00;3.8565E+01
-4.4740E+00;3.8574E+01
-4.4730E+00;3.8583E+01
-4.4720E+00;3.8592E+01
-4.4710E+00;3.8601E+01
-4.4700E+00;3.8610E+01
-4.4690E+00;3.8619E+01
-4.4680E+00;3.8629E+01
-4.4670E+00;3.8638E+01
-4.4660E+00;3.8647E+01
-4.4650E+00;3.8656E+01
-4.4640E+00;3.8665E+01
-4.4630E+00;3.8674E+01
-4.4620E+00;3.8683E+01
-4.4610E+00;3.8692E+01
-4.4600E+00;3.8701E+01
-4.4590E+00;3.8710E+01
-4.4580E+00;3.8719E+01
-4.4570E+00;3.8728E+01
-4.4560E+00;3.8737E+01
-4.4550E+00;3.8746E+01
-4.4540E+00;3.8755E+01
-4.4530E+00;3.8764E+01
-4.4520E+00;3.8773E+01
-4.4510E+00;3.8782E+01
-4.4500E+00;3.8791E+01
-4.4490E+00;3.8800E+01
-4.4480E+00;3.8809E+01
-4.4470E+00;3.8818E+01
-4.4460E+00;3.8827E+01
-4.4450E+00;3.8836E+01
-4.4440E+00;3.8845E+01
-4.4430E+00;3.8854E+01
-4.4420E+00;3.8863E+01
-4.4410E+00;3.8872E+01
-4.4400E+00;3.8881E+01
-4.4390E+00;3.8890E+01
-4.4380E+00;3.8901E+01
-4.4370E+00;3.8919E+01
-4.4360E+00;3.8937E+01
-4.4350E+00;3.8955E+01
-4.4340E+00;3.8973E+01
-4.4330E+00;3.8991E+01
-4.4320E+00;3.9009E+01
-4.4310E+00;3.9026E+01
-4.4300E+00;3.9044E+01
-4.4290E+00;3.9062E+01
-4.4280E+00;3.9080E+01
-4.4270E+00;3.9098E+01
-4.4260E+00;3.9116E+01
-4.4250E+00;3.9134E+01
-4.4240E+00;3.9152E+01
-4.4230E+00;3.9170E+01
-4.4220E+00;3.9188E+01
-4.4210E+00;3.9205E+01
-4.4200E+00;3.9223E+01
-4.4190E+00;3.9241E+01
-4.4180E+00;3.9259E+01
-4.4170E+00;3.9277E+01
-4.4160E+00;3.9295E+01
-4.4150E+00;3.9313E+01
-4.4140E+00;3.9331E+01
-4.4130E+00;3.9349E+01
-4.4120E+00;3.9366E+01
-4.4110E+00;3.9384E+01
-4.4100E+00;3.9402E+01
-4.4090E+00;3.9420E+01
-4.4080E+00;3.9438E+01
-4.4070E+00;3.9456E+01
-4.4060E+00;3.9474E+01
-4.4050E+00;3.9492E+01
-4.4040E+00;3.9510E+01
-4.4030E+00;3.9527E+01
-4.4020E+00;3.9545E+01
-4.4010E+00;3.9563E+01
-4.4000E+00;3.9581E+01
-4.3990E+00;3.9599E+01
-4.3980E+00;3.9617E+01
-4.3970E+00;3.9635E+01
-4.3960E+00;3.9653E+01
-4.3950E+00;3.9671E+01
-4.3940E+00;3.9689E+01
-4.3930E+00;3.9706E+01
-4.3920E+00;3.9724E+01
-4.3910E+00;3.9742E+01
-4.3900E+00;3.9760E+01
-4.3890E+00;3.9778E+01
-4.3880E+00;3.9796E+01
-4.3870E+00;3.9814E+01
-4.3860E+00;3.9832E+01
-4.3850E+00;3.9850E+01
-4.3840E+00;3.9868E+01
-4.3830E+00;3.9885E+01
-4.3820E+00;3.9903E+01
-4.3810E+00;3.9921E+01
-4.3800E+00;3.9939E+01
-4.3790E+00;3.9957E+01
-4.3780E+00;3.9975E+01
-4.3770E+00;3.9993E+01
-4.3760E+00;4.0011E+01
-4.3750E+00;4.0029E+01
-4.3740E+00;4.0046E+01
-4.3730E+00;4.0064E+01
-4.3720E+00;4.0082E+01
-4.3710E+00;4.0100E+01
-4.3700E+00;4.0118E+01
-4.3690E+00;4.0136E+01
-4.3680E+00;4.0154E+01
-4.3670E+00;4.0172E+01
-4.3660E+00;4.0190E+01
-4.3650E+00;4.0208E+01
-4.3640E+00;4.0225E+01
-4.3630E+00;4.0243E+01
-4.3620E+00;4.0261E+01
-4.3610E+00;4.0279E+01
-4.3600E+00;4.0297E+01
-4.3590E+00;4.0315E+01
-4.3580E+00;4.0333E+01
-4.3570E+00;4.0351E+01
-4.3560E+00;4.0369E+01
-4.3550E+00;4.0387E+01
-4.3540E+00;4.0404E+01
-4.3530E+00;4.0422E+01
-4.3520E+00;4.0440E+01
-4.3510E+00;4.0458E+01
-4.3500E+00;4.0476E+01
-4.3490E+00;4.0494E+01
-4.3480E+00;4.0512E+01
-4.3470E+00;4.0530E+01
-4.3460E+00;4.0548E+01
-4.3450E+00;4.0566E+01
-4.3440E+00;4.0583E+01
-4.3430E+00;4.0601E+01
-4.3420E+00;4.0619E+01
-4.3410E+00;4.0637E+01
-4.3400E+00;4.0655E+01
-4.3390E+00;4.0673E+01
-4.3380E+00;4.0691E+01
-4.3370E+00;4.0709E+01
-4.3360E+00;4.0727E+01
-4.3350E+00;4.0745E+01
-4.3340E+00;4.0762E+01
-4.3330E+00;4.0780E+01
-4.3320E+00;4.0798E+01
